assay,run,accuracy,balanced_accuracy,precision,recall,AUC,F1,MCC
TA1537,18,0.9423076923076924,0.9423076923076924,0.8372093023255814,0.6792452830188679,0.9801964759083112,0.7499999999999999,0.7228051338907605
TA1537,19,0.9423076923076924,0.9423076923076924,0.8372093023255814,0.6792452830188679,0.978897032070274,0.7499999999999999,0.7228051338907605
TA1537_S9,0,0.94,0.94,0.8717948717948718,0.6415094339622641,0.9826001848730356,0.7391304347826088,0.7167269177703873
TA1537_S9,1,0.945,0.945,0.8780487804878049,0.6792452830188679,0.98118644989397,0.7659574468085106,0.7431527468254342
TA1537_S9,2,0.945,0.945,0.8780487804878049,0.6792452830188679,0.9800445870262628,0.7659574468085106,0.7431527468254342
TA1537_S9,3,0.9425,0.9425,0.875,0.660377358490566,0.9821108150725898,0.7526881720430108,0.7300162413847741
TA1537_S9,4,0.945,0.945,0.8780487804878049,0.6792452830188679,0.9820020662280464,0.7659574468085106,0.7431527468254342
TA1537_S9,5,0.94,0.94,0.8717948717948718,0.6415094339622641,0.9827089337175792,0.7391304347826088,0.7167269177703873
TA1537_S9,6,0.945,0.945,0.8780487804878049,0.6792452830188679,0.9817845685389592,0.7659574468085106,0.7431527468254342
TA1537_S9,7,0.9475,0.9475,0.8809523809523809,0.6981132075471698,0.9817845685389592,0.7789473684210525,0.7561442000771624
TA1537_S9,8,0.945,0.945,0.8780487804878049,0.6792452830188679,0.9820564406503182,0.7659574468085106,0.7431527468254342
TA1537_S9,9,0.9425,0.9425,0.875,0.660377358490566,0.9808602033603392,0.7526881720430108,0.7300162413847741
TA1537_S9,10,0.94,0.94,0.8717948717948718,0.6415094339622641,0.981132075471698,0.7391304347826088,0.7167269177703873
TA1537_S9,11,0.9425,0.9425,0.875,0.660377358490566,0.981621445272144,0.7526881720430108,0.7300162413847741
TA1537_S9,12,0.9475,0.9475,0.8809523809523809,0.6981132075471698,0.9815126964276004,0.7789473684210525,0.7561442000771624
TA1537_S9,13,0.945,0.945,0.8780487804878049,0.6792452830188679,0.9821651894948616,0.7659574468085106,0.7431527468254342
TA1537_S9,14,0.945,0.945,0.8780487804878049,0.6792452830188679,0.9824370616062204,0.7659574468085106,0.7431527468254342
TA1537_S9,15,0.945,0.945,0.8780487804878049,0.6792452830188679,0.9825458104507638,0.7659574468085106,0.7431527468254342
TA1537_S9,16,0.945,0.945,0.8780487804878049,0.6792452830188679,0.981132075471698,0.7659574468085106,0.7431527468254342
TA1537_S9,17,0.94,0.94,0.8717948717948718,0.6415094339622641,0.9828176825621228,0.7391304347826088,0.7167269177703873
TA1537_S9,18,0.945,0.945,0.8780487804878049,0.6792452830188679,0.9822195639171334,0.7659574468085106,0.7431527468254342
TA1537_S9,19,0.9425,0.9425,0.875,0.660377358490566,0.9817301941166874,0.7526881720430108,0.7300162413847741
TA102,0,0.8011363636363636,0.8011363636363636,0.5909090909090909,0.3333333333333333,0.8981845405203069,0.4262295081967213,0.3361025051777981
TA102,1,0.8125,0.8125,0.6363636363636364,0.35897435897435903,0.8953771289537713,0.459016393442623,0.3774689673535271
TA102,2,0.8011363636363636,0.8011363636363636,0.5909090909090909,0.3333333333333333,0.8950028074115666,0.4262295081967213,0.3361025051777981
TA102,3,0.8238636363636364,0.8238636363636364,0.6666666666666666,0.41025641025641024,0.9002433090024331,0.5079365079365079,0.4258315617938658
TA102,4,0.8181818181818182,0.8181818181818182,0.64,0.41025641025641024,0.894254164327157,0.5,0.4099234124696518
TA102,5,0.8295454545454546,0.8295454545454546,0.68,0.4358974358974359,0.8940670035560546,0.53125,0.4491121797671308
TA102,6,0.8295454545454546,0.8295454545454546,0.68,0.4358974358974359,0.8970615758936926,0.53125,0.4491121797671308
TA102,7,0.8068181818181818,0.8068181818181818,0.6086956521739131,0.35897435897435903,0.8950028074115666,0.4516129032258064,0.3613822154160893
